ID_HISTORICO,ID_POZO,ID_TIPO,NOMBRE_POZO,TIPO_POZO,COTA,Fech-Ini,H,M,Med-Ini,Fech-Fin,H,M,Med-Fin,Hor-Ini dec,Hor-Fin dec,Dif-Tpo,Dif-Vol,Tpo,Q,%Q,Vol Prom dia ,Temp,C.E.,Sal.,TDS,NIVEL,ND (mar),NE,NR,ND
10735,18,2,P18,COMERCIAL,6.55,4/11/14,10,14,178372.115,10/11/14,9,48,178693.2610,10.23,9.80,5.982,321.146,7-Nov-14,0.828,16.57,53.69,,,,,5.74,0.81,x,,
10736,18,2,P18,COMERCIAL,6.55,10/11/14,9,48,178693.261,20/11/14,10,59,178693.2610,9.80,10.98,10.049,0.000,15-Nov-14,0.000,0.00,0.00,,,,,5.27,1.28,x,,
10737,18,2,P18,COMERCIAL,6.55,20/11/14,10,59,178693.261,26/11/14,10,38,179172.8950,10.98,10.63,5.985,479.634,23-Nov-14,1.237,24.73,80.13,30.2,54100,,,7.64,-1.09,,,x
10738,18,2,P18,COMERCIAL,6.55,26/11/14,10,38,179172.895,3/12/14,9,39,179822.1560,10.63,9.65,6.959,649.261,29-Nov-14,1.440,28.80,93.30,28.6,52200,,,7.53,-0.98,,,x
10739,18,2,P18,COMERCIAL,6.55,3/12/14,9,39,179822.156,10/12/14,10,15,180546.1240,9.65,10.25,7.025,723.968,6-Dec-14,1.590,31.81,103.06,28,51400,,,4.55,2.00,,,x
10740,18,2,P18,COMERCIAL,6.55,10/12/14,10,15,180546.124,16/12/14,9,49,180832.7420,10.25,9.82,5.982,286.618,13-Dec-14,0.739,14.79,47.91,,,,,6.12,0.43,x,,
10741,18,2,P18,COMERCIAL,6.55,16/12/14,9,49,180832.742,22/12/14,10,17,181337.9320,9.82,10.28,6.019,505.190,19-Dec-14,1.295,25.90,83.93,,,,,6.94,-0.39,x,,
10742,18,2,P18,COMERCIAL,6.55,22/12/14,10,17,181337.932,29/12/14,9,42,181973.2740,10.28,9.70,6.976,635.342,25-Dec-14,1.406,28.11,91.08,,,,,6.18,0.37,x,,
10743,18,2,P18,COMERCIAL,6.55,29/12/14,9,42,181973.274,5/01/15,10,0,182574.2120,9.70,10.00,7.013,600.938,1-Jan-15,1.322,26.45,85.70,,,,,5.87,0.68,x,,
10744,18,2,P18,COMERCIAL,6.55,5/01/15,10,0,182574.212,14/01/15,10,37,183090.3620,10.00,10.62,9.026,516.150,9-Jan-15,0.883,17.65,57.19,,,,,5.67,0.88,x,,
10745,18,2,P18,COMERCIAL,6.55,14/01/15,10,37,183090.362,19/01/15,9,45,183255.3950,10.62,9.75,4.964,165.033,16-Jan-15,0.513,10.26,33.25,,,,,5.84,0.71,x,,
10746,18,2,P18,COMERCIAL,6.55,19/01/15,9,45,183255.395,26/01/15,9,56,183851.1010,9.75,9.93,7.008,595.706,22-Jan-15,1.312,26.24,85.01,26,49200,,,5.66,0.89,,,x
10747,18,2,P18,COMERCIAL,6.55,26/01/15,9,56,183851.101,2/02/15,11,37,184377.9740,9.93,11.62,7.070,526.873,29-Jan-15,1.150,23.00,74.52,,,,,5.64,0.91,x,,
10748,18,2,P18,COMERCIAL,6.55,2/02/15,11,37,184377.974,9/02/15,9,57,184900.7320,11.62,9.95,6.931,522.758,5-Feb-15,1.164,23.28,75.43,30.6,49700,,,5.62,0.93,,,x
10749,18,2,P18,COMERCIAL,6.55,9/02/15,9,57,184900.732,19/02/15,10,31,185702.7910,9.95,10.52,10.024,802.059,14-Feb-15,1.235,24.70,80.02,30.8,51400,,,6.59,-0.04,,,x
10750,18,2,P18,COMERCIAL,6.55,19/02/15,10,31,185702.791,25/02/15,10,44,186044.9500,10.52,10.73,6.009,342.159,22-Feb-15,0.879,17.57,56.94,,,,,5.06,1.49,x,,
10751,18,2,P18,COMERCIAL,6.55,25/02/15,10,44,186044.950,3/03/15,8,47,186548.4570,10.73,8.78,5.919,503.507,28-Feb-15,1.313,26.26,85.07,,,,,5.29,1.27,x,,
10752,18,2,P18,COMERCIAL,6.55,3/03/15,8,47,186548.457,12/03/15,8,58,187060.7480,8.78,8.97,9.008,512.291,7-Mar-15,0.878,17.55,56.87,,,,,5.18,1.38,x,,
10753,18,2,P18,COMERCIAL,6.55,12/03/15,8,58,187060.748,17/03/15,8,48,187256.7630,8.97,8.80,4.993,196.015,14-Mar-15,0.606,12.12,39.26,,,,,,,x,,
10754,18,2,P18,COMERCIAL,6.55,17/03/15,8,48,187256.763,24/03/15,9,38,187685.4660,8.80,9.63,7.035,428.703,20-Mar-15,0.940,18.81,60.94,,,,,5.25,1.31,x,,
10755,18,2,P18,COMERCIAL,6.55,24/03/15,9,38,187685.466,31/03/15,8,23,188219.7450,9.63,8.38,6.948,534.279,27-Mar-15,1.187,23.73,76.90,29.9,51100,,,7.44,-0.89,,,x
10756,18,2,P18,COMERCIAL,6.55,31/03/15,8,23,188219.745,6/04/15,16,56,188769.4030,8.38,16.93,6.356,549.658,3-Apr-15,1.334,26.69,86.48,,,,,5.43,1.13,x,,
10757,18,2,P18,COMERCIAL,6.55,6/04/15,16,56,188769.403,15/04/15,10,18,189142.5210,16.93,10.30,8.724,373.118,10-Apr-15,0.660,13.20,42.77,,,,,6.36,0.19,x,,
10758,18,2,P18,COMERCIAL,6.55,15/04/15,10,18,189142.521,21/04/15,9,15,189496.2000,10.30,9.25,5.956,353.679,18-Apr-15,0.916,18.33,59.38,,,,,5.58,0.98,x,,
10759,18,2,P18,COMERCIAL,6.55,21/04/15,9,15,189496.200,28/04/15,8,58,190102.2280,9.25,8.97,6.988,606.028,24-Apr-15,1.338,26.77,86.72,,,,,5.56,1.00,x,,
10760,18,2,P18,COMERCIAL,6.55,28/04/15,8,58,190102.228,5/05/15,9,24,190711.3410,8.97,9.40,7.018,609.113,1-May-15,1.339,26.79,86.79,28,52000,,,7.80,-1.25,,,x
10761,18,2,P18,COMERCIAL,6.55,5/05/15,9,24,190711.341,11/05/15,9,22,191133.3210,9.40,9.37,5.999,421.980,8-May-15,1.086,21.71,70.35,25.6,51300,,,7.80,-1.25,,,x
10762,18,2,P18,COMERCIAL,6.55,11/05/15,9,22,191133.321,19/05/15,9,54,191782.1080,9.37,9.90,8.022,648.787,15-May-15,1.248,24.96,80.87,,,,,6.75,-0.20,x,,
10763,18,2,P18,COMERCIAL,6.55,19/05/15,9,54,191782.108,25/05/15,9,35,192263.2120,9.90,9.58,5.987,481.104,22-May-15,1.240,24.80,80.36,,,,,6.75,-0.20,x,,
10764,18,2,P18,COMERCIAL,6.55,25/05/15,9,35,192263.212,3/06/15,6,52,193114.0070,9.58,6.87,8.887,850.795,29-May-15,1.477,29.55,95.74,,,,,7.70,-1.15,x,,
10765,18,2,P18,COMERCIAL,6.55,3/06/15,6,52,193114.007,10/06/15,9,9,193730.2680,6.87,9.15,7.095,616.261,6-Jun-15,1.340,26.81,86.86,,,,,5.32,1.23,x,,
10766,18,2,P18,COMERCIAL,6.55,10/06/15,9,9,193730.268,16/06/15,9,15,194151.0160,9.15,9.25,6.004,420.748,13-Jun-15,1.081,21.63,70.08,,,,,5.30,1.25,x,,
10767,18,2,P18,COMERCIAL,6.55,16/06/15,9,15,194151.016,23/06/15,8,8,194744.8090,9.25,8.13,6.953,593.793,19-Jun-15,1.318,26.36,85.40,,,,,5.25,1.30,x,,
10768,18,2,P18,COMERCIAL,6.55,23/06/15,8,8,194744.809,1/07/15,10,8,195424.3680,8.13,10.13,8.083,679.559,27-Jun-15,1.297,25.95,84.07,28.4,52200,,,7.28,-0.73,,,x
10769,18,2,P18,COMERCIAL,6.55,1/07/15,10,8,195424.368,8/07/15,9,16,196113.9230,10.13,9.27,6.964,689.555,4-Jul-15,1.528,30.56,99.02,28.2,51800,,,7.52,-0.97,,,x
10770,18,2,P18,COMERCIAL,6.55,8/07/15,9,16,196113.923,13/07/15,15,13,196592.7040,9.27,15.22,5.248,478.781,10-Jul-15,1.408,28.16,91.23,,,,,6.72,-0.17,x,,
10771,18,2,P18,COMERCIAL,6.55,13/07/15,15,13,196592.704,22/07/15,10,6,197560.7440,15.22,10.10,8.787,968.040,17-Jul-15,1.700,34.00,110.17,30.1,52600,,,7.54,-0.99,,,x
10772,18,2,P18,COMERCIAL,6.55,22/07/15,10,6,197560.744,27/07/15,10,27,198007.7930,10.10,10.45,5.015,447.049,24-Jul-15,1.376,27.52,89.15,,,,,6.73,-0.18,x,,
10773,18,2,P18,COMERCIAL,6.55,27/07/15,10,27,198007.793,4/08/15,10,55,198905.2410,10.45,10.92,8.019,897.448,31-Jul-15,1.727,34.54,111.91,30.1,51800,,,7.69,-1.14,,,x
10774,18,2,P18,COMERCIAL,6.55,4/08/15,10,55,198905.241,19/08/15,7,23,200447.5370,10.92,7.38,14.853,1542.296,11-Aug-15,1.602,32.05,103.84,,,,,5.45,1.10,x,,
10775,18,2,P18,COMERCIAL,6.55,19/08/15,7,23,200447.537,26/08/15,12,39,201053.5830,7.38,12.65,7.219,606.046,22-Aug-15,1.295,25.91,83.95,,,,,5.57,0.98,x,,
10776,18,2,P18,COMERCIAL,6.55,26/08/15,12,39,201053.583,3/09/15,7,34,201755.5130,12.65,7.57,7.788,701.930,30-Aug-15,1.391,27.82,90.13,,,,,5.43,1.12,x,,
10777,18,2,P18,COMERCIAL,6.55,3/09/15,7,34,201755.513,7/09/15,7,31,202133.5150,7.57,7.52,3.998,378.002,5-Sep-15,1.459,29.18,94.55,,,,,5.56,0.99,x,,
10778,18,2,P18,COMERCIAL,6.55,7/09/15,7,31,202133.515,16/09/15,7,58,202895.2120,7.52,7.97,9.019,761.697,11-Sep-15,1.303,26.07,84.46,,,,,,,x,,
10779,18,2,P18,COMERCIAL,6.55,16/09/15,7,58,202895.212,30/09/15,9,20,203977.2430,7.97,9.33,14.057,1082.031,23-Sep-15,1.188,23.76,76.97,29.6,51000,,,,,,,x
10780,18,2,P18,COMERCIAL,6.55,30/09/15,9,20,203977.243,8/10/15,9,23,204787.6770,9.33,9.38,8.002,810.434,4-Oct-15,1.563,31.26,101.28,,,,,,,x,,
10781,18,2,P18,COMERCIAL,6.55,8/10/15,9,23,204787.677,16/10/15,12,30,204961.0830,9.38,12.50,8.130,173.406,12-Oct-15,0.329,6.58,21.33,,,,,,,x,,
10782,18,2,P18,COMERCIAL,6.55,16/10/15,12,30,204961.083,20/10/15,10,40,205681.7180,12.50,10.67,3.924,720.635,18-Oct-15,2.834,56.69,183.67,29.6,51100,,,6.42,0.13,,,x
10783,18,2,P18,COMERCIAL,6.55,20/10/15,10,40,205681.718,30/10/15,9,53,206745.5730,10.67,9.88,9.967,1063.855,25-Oct-15,1.647,32.94,106.73,29.9,51600,,,6.53,0.02,,,x
10784,18,2,P18,COMERCIAL,6.55,30/10/15,9,53,206745.573,5/11/15,7,32,207245.9390,9.88,7.53,5.902,500.366,2-Nov-15,1.308,26.17,84.78,31.7,51800,,,6.45,0.10,,,x
10785,18,2,P18,COMERCIAL,6.55,5/11/15,7,32,207245.939,11/11/15,7,20,207819.8050,7.53,7.33,5.992,573.866,8-Nov-15,1.478,29.56,95.78,27.2,51600,,,6.55,0.00,,,x
10786,18,2,P18,COMERCIAL,6.55,11/11/15,7,20,207819.805,19/11/15,13,0,208393.4260,7.33,13.00,8.236,573.621,15-Nov-15,1.075,21.50,69.65,,,,,6.57,-0.02,x,,
10787,18,2,P18,COMERCIAL,6.55,19/11/15,13,0,208393.426,24/11/15,7,48,208691.3070,13.00,7.80,4.783,297.881,21-Nov-15,0.961,19.22,62.27,28,52200,,,6.50,0.05,,,x
10788,18,2,P18,COMERCIAL,6.55,24/11/15,7,48,208691.307,2/12/15,9,37,209296.6700,7.80,9.62,8.076,605.363,28-Nov-15,1.157,23.14,74.96,,,,,5.30,1.25,x,,
10789,18,2,P18,COMERCIAL,6.55,2/12/15,9,37,209296.670,9/12/15,12,9,209761.3940,9.62,12.15,7.106,464.724,5-Dec-15,1.009,20.19,65.40,,,,,5.47,1.08,x,,
10790,18,2,P18,COMERCIAL,6.55,9/12/15,12,9,209761.394,14/12/15,10,40,210238.0670,12.15,10.67,4.938,476.673,11-Dec-15,1.490,29.79,96.53,30.8,51800,,,6.70,-0.15,,,x
10791,18,2,P18,COMERCIAL,6.55,14/12/15,10,40,210238.067,21/12/15,11,17,210977.0040,10.67,11.28,7.026,738.937,17-Dec-15,1.623,32.46,105.18,29.9,51600,,,7.15,-0.60,,,x
10792,18,2,P18,COMERCIAL,6.55,21/12/15,11,17,210977.004,28/12/15,10,1,211550.4090,11.28,10.02,6.947,573.405,24-Dec-15,1.274,25.47,82.54,30.9,51900,,,7.10,-0.55,,,x
10793,18,2,P18,COMERCIAL,6.55,28/12/15,10,1,211550.409,6/01/16,7,48,212214.6180,10.02,7.80,8.908,664.209,1-Jan-16,1.151,23.01,74.57,,,,,6.37,0.18,x,,
10794,18,2,P18,COMERCIAL,6.55,6/01/16,7,48,212214.618,12/01/16,9,40,212652.2060,7.80,9.67,6.078,437.588,9-Jan-16,1.111,22.22,72.00,29.8,50300,,,7.00,-0.45,,,x
10795,18,2,P18,COMERCIAL,6.55,12/01/16,9,40,212652.206,19/01/16,6,45,213045.5620,9.67,6.75,6.878,393.356,15-Jan-16,0.883,17.65,57.19,,,,,6.45,0.10,x,,
10796,18,2,P18,COMERCIAL,6.55,19/01/16,6,45,213045.562,25/01/16,7,41,213567.5860,6.75,7.68,6.039,522.024,22-Jan-16,1.334,26.68,86.44,,,,,5.60,0.95,x,,
10797,18,2,P18,COMERCIAL,6.55,25/01/16,7,41,213567.586,2/02/16,7,45,213985.5760,7.68,7.75,8.003,417.990,29-Jan-16,0.806,16.12,52.23,,,,,5.60,0.95,x,,
10798,18,2,P18,COMERCIAL,6.55,2/02/16,7,45,213985.576,8/02/16,7,51,214298.0180,7.75,7.85,6.004,312.442,5-Feb-16,0.803,16.06,52.04,,,,,5.70,0.85,x,,
10799,18,2,P18,COMERCIAL,6.55,8/02/16,7,51,214298.018,15/02/16,9,44,214743.8490,7.85,9.73,7.078,445.831,11-Feb-16,0.972,19.44,62.98,,,,,5.50,1.05,x,,
10800,18,2,P18,COMERCIAL,6.55,15/02/16,9,44,214743.849,24/02/16,12,5,216437.3510,9.73,12.08,9.098,1693.502,19-Feb-16,2.873,57.45,186.14,,,,,5.60,0.95,x,,
10801,18,2,P18,COMERCIAL,6.55,24/02/16,12,5,216437.351,2/03/16,6,22,216754.4530,12.08,6.37,6.762,317.102,27-Feb-16,0.724,14.47,46.90,,,,,5.60,0.95,x,,
10802,18,2,P18,COMERCIAL,6.55,2/03/16,6,22,216754.453,19/04/16,10,29,219408.2510,6.37,10.48,48.172,2653.798,26-Mar-16,0.850,17.00,55.09,,,,,5.48,1.07,x,,
10803,18,2,P18,COMERCIAL,6.55,19/04/16,10,29,219408.251,2/06/16,10,36,222771.6791,10.48,10.60,44.005,3363.428,11-May-16,1.180,23.59,76.43,,,,,5.52,1.03,x,,
10804,18,2,P18,COMERCIAL,6.55,2/06/16,10,36,222771.679,9/06/16,8,50,223088.7890,10.60,8.83,6.926,317.110,5-Jun-16,0.707,14.13,45.78,,,,,5.26,1.29,x,,
10805,18,2,P18,COMERCIAL,6.55,9/06/16,8,50,223088.789,15/06/16,8,15,223511.1740,8.83,8.25,5.976,422.385,12-Jun-16,1.091,21.82,70.68,,,,,5.24,1.31,x,,
10806,18,2,P18,COMERCIAL,6.55,15/06/16,8,15,223511.174,22/06/16,6,20,223927.7800,8.25,6.33,6.920,416.606,18-Jun-16,0.929,18.58,60.20,,,,,5.58,0.97,x,,
10807,18,2,P18,COMERCIAL,6.55,22/06/16,6,20,223927.780,29/06/16,10,50,224255.2870,6.33,10.83,7.188,327.507,25-Jun-16,0.703,14.06,45.57,30.4,52900,,,6.54,0.01,,,x
10808,18,2,P18,COMERCIAL,6.55,29/06/16,10,50,224255.287,5/07/16,9,26,224709.8550,10.83,9.43,5.942,454.568,2-Jul-16,1.181,23.61,76.51,,,,,5.40,1.15,x,,
10809,18,2,P18,COMERCIAL,6.55,5/07/16,9,26,224709.855,12/07/16,16,46,225032.3230,9.43,16.77,7.306,322.468,8-Jul-16,0.681,13.62,44.14,,,,,5.26,1.29,x,,
10810,18,2,P18,COMERCIAL,6.55,12/07/16,16,46,225032.323,19/07/16,9,56,225136.5370,16.77,9.93,6.715,104.214,15-Jul-16,0.239,4.79,15.52,,,,,5.19,1.36,x,,
10811,18,2,P18,COMERCIAL,6.55,19/07/16,9,56,225136.537,26/07/16,16,54,226350.2930,9.93,16.90,7.290,1213.756,22-Jul-16,2.569,51.39,166.49,30.5,53000,,,6.72,-0.17,,,x
10812,18,2,P18,COMERCIAL,6.55,26/07/16,16,54,226350.293,4/08/16,15,54,227012.6730,16.90,15.90,8.958,662.380,30-Jul-16,1.141,22.82,73.94,,,,,6.24,0.31,x,,
10813,18,2,P18,COMERCIAL,6.55,4/08/16,15,54,227012.673,9/08/16,8,53,227291.4670,15.90,8.88,4.708,278.794,6-Aug-16,0.914,18.28,59.22,29.7,52600,,,7.20,-0.65,,,x
10814,18,2,P18,COMERCIAL,6.55,9/08/16,8,53,227291.467,17/08/16,8,45,227880.9230,8.88,8.75,7.994,589.456,13-Aug-16,1.138,22.76,73.73,30.9,53100,,,7.54,-0.99,,,x
10815,18,2,P18,COMERCIAL,6.55,17/08/16,8,45,227880.923,23/08/16,15,38,228482.8500,8.75,15.63,6.287,601.927,20-Aug-16,1.478,29.55,95.74,,,,,6.57,-0.02,x,,
10816,18,2,P18,COMERCIAL,6.55,23/08/16,15,38,228482.850,31/08/16,11,10,228847.9270,15.63,11.17,7.814,365.077,27-Aug-16,0.721,14.42,46.72,,,,,6.48,0.07,x,,
10817,18,2,P18,COMERCIAL,6.55,31/08/16,11,10,228847.927,7/09/16,10,45,229065.0070,11.17,10.75,6.983,217.080,3-Sep-16,0.480,9.60,31.09,,,,,6.52,0.03,x,,
10818,18,2,P18,COMERCIAL,6.55,7/09/16,10,45,229065.007,14/09/16,6,48,230532.7760,10.75,6.80,6.835,1467.769,10-Sep-16,3.314,66.27,214.73,,,,,5.58,0.97,x,,
10819,18,2,P18,COMERCIAL,6.55,14/09/16,6,48,230532.776,20/09/16,7,8,231150.9020,6.80,7.13,6.014,618.126,17-Sep-16,1.586,31.72,102.78,,,,,6.48,0.07,x,,
10820,18,2,P18,COMERCIAL,6.55,20/09/16,7,8,231150.902,26/09/16,7,28,231464.0560,7.13,7.47,6.014,313.154,23-Sep-16,0.804,16.07,52.07,,,,,5.54,1.01,x,,
10821,18,2,P18,COMERCIAL,6.55,26/09/16,7,28,231464.056,4/10/16,6,30,369983.5190,7.47,6.50,7.960,138519.463,30-Sep-16,268.558,5371.16,17402.55,,,,,5.49,1.06,x,,
10822,18,2,P18,COMERCIAL,6.55,4/10/16,6,30,369983.519,12/10/16,9,53,232696.3210,6.50,9.88,8.141,-137287.198,8-Oct-16,-260.243,-5204.86,-16863.73,26.4,52600,,,8.00,-1.45,,,x
10823,18,2,P18,COMERCIAL,6.55,12/10/16,9,53,232696.321,31/10/16,10,7,234576.5700,9.88,10.12,19.010,1880.249,21-Oct-16,1.526,30.53,98.91,,,,,6.85,-0.30,x,,
10824,18,2,P18,COMERCIAL,6.55,31/10/16,10,7,234576.570,11/11/16,10,7,235562.2010,10.12,10.12,11.000,985.631,5-Nov-16,1.383,27.66,89.60,,,,,5.56,0.99,x,,
10825,18,2,P18,COMERCIAL,6.55,11/11/16,10,7,235562.201,16/11/16,11,8,235734.2700,10.12,11.13,5.042,172.069,13-Nov-16,0.527,10.53,34.12,,,,,5.48,1.07,x,,
10826,18,2,P18,COMERCIAL,6.55,16/11/16,11,8,235734.270,23/11/16,10,31,235954.1490,11.13,10.52,6.974,219.879,19-Nov-16,0.487,9.73,31.53,29,51800,,,7.73,-1.18,,,x
10827,18,2,P18,COMERCIAL,6.55,23/11/16,10,31,235954.149,29/11/16,7,37,236242.8310,10.52,7.62,5.879,288.682,26-Nov-16,0.758,15.16,49.10,,,,,5.62,0.93,x,,
10828,18,2,P18,COMERCIAL,6.55,29/11/16,7,37,236242.831,6/12/16,10,5,236470.2260,7.62,10.08,7.103,227.395,2-Dec-16,0.494,9.88,32.01,,,,,5.55,1.00,x,,
10829,18,2,P18,COMERCIAL,6.55,6/12/16,10,5,236470.226,13/12/16,6,56,236946.1930,10.08,6.93,6.869,475.967,9-Dec-16,1.069,21.39,69.29,,,,,5.62,0.93,x,,
10830,18,2,P18,COMERCIAL,6.55,13/12/16,6,56,236946.193,20/12/16,6,30,237251.2160,6.93,6.50,6.982,305.023,16-Dec-16,0.674,13.48,43.69,,,,,5.58,0.97,x,,
10831,18,2,P18,COMERCIAL,6.55,20/12/16,6,30,237251.216,26/12/16,10,15,237705.3560,6.50,10.25,6.156,454.140,23-Dec-16,1.138,22.77,73.77,,,,,5.40,1.15,x,,
10832,18,2,P18,COMERCIAL,6.55,26/12/16,10,15,237705.356,17/04/17,7,55,244735.1810,10.25,7.92,111.903,7029.825,20-Feb-17,0.969,19.39,62.82,,,,,6.20,0.35,x,,
10833,18,2,P18,COMERCIAL,6.55,17/04/17,7,55,244735.181,26/04/17,8,54,245242.9430,7.92,8.90,9.041,507.762,21-Apr-17,0.867,17.33,56.16,,,,,6.24,0.31,x,,
10834,18,2,P18,COMERCIAL,6.55,26/04/17,8,54,245242.943,2/05/17,10,30,245718.7620,8.90,10.50,6.067,475.819,29-Apr-17,1.210,24.21,78.43,,,,,6.38,0.17,x,,
10835,18,2,P18,COMERCIAL,6.55,2/05/17,10,30,245718.762,10/05/17,8,24,246025.8190,10.50,8.40,7.913,307.057,6-May-17,0.599,11.98,38.81,,,,,5.38,1.17,x,,
10836,18,2,P18,COMERCIAL,6.55,10/05/17,8,24,246025.819,18/05/17,11,6,246671.9940,8.40,11.10,8.113,646.175,14-May-17,1.229,24.58,79.65,,,,,5.78,0.77,x,,
10837,18,2,P18,COMERCIAL,6.55,18/05/17,11,6,246671.994,23/05/17,9,23,246869.7880,11.10,9.38,4.928,197.794,20-May-17,0.619,12.39,40.13,,,,,5.82,0.73,x,,
10838,18,2,P18,COMERCIAL,6.55,23/05/17,9,23,246869.788,5/06/17,9,7,247698.7280,9.38,9.12,12.989,828.940,29-May-17,0.985,19.70,63.82,31.7,51100,,,7.52,-0.97,,,x
10839,18,2,P18,COMERCIAL,6.55,5/06/17,9,7,247698.728,12/06/17,9,56,248243.5080,9.12,9.93,7.034,544.780,8-Jun-17,1.195,23.90,77.45,31.4,52700,,,7.78,-1.23,,,x
10840,18,2,P18,COMERCIAL,6.55,12/06/17,9,56,248243.508,20/06/17,10,23,248794.1250,9.93,10.38,8.019,550.617,16-Jun-17,1.060,21.19,68.67,,,,,6.14,0.41,x,,
10841,18,2,P18,COMERCIAL,6.55,20/06/17,10,23,248794.125,27/06/17,17,10,249237.6460,10.38,17.17,7.283,443.521,23-Jun-17,0.940,18.80,60.90,,,,,5.68,0.87,x,,
10842,18,2,P18,COMERCIAL,6.55,27/06/17,17,10,249237.646,4/07/17,10,5,249563.7420,17.17,10.08,6.705,326.096,30-Jun-17,0.751,15.01,48.64,,,,,5.75,0.80,x,,
10843,18,2,P18,COMERCIAL,6.55,4/07/17,10,5,249563.742,11/07/17,14,0,249854.6980,10.08,14.00,7.163,290.956,7-Jul-17,0.627,12.54,40.62,,,,,2.28,4.27,x,,
10844,18,2,P18,COMERCIAL,6.55,11/07/17,14,0,249854.698,18/07/17,10,49,250130.9940,14.00,10.82,6.867,276.296,14-Jul-17,0.621,12.42,40.23,29.4,45700,,,7.48,-0.93,,,x
10845,18,2,P18,COMERCIAL,6.55,18/07/17,10,49,250130.994,24/07/17,10,12,256425.9420,10.82,10.20,5.974,6294.948,21-Jul-17,16.260,325.21,1053.67,34,46100,,,7.40,-0.85,,,x
10846,18,2,P18,COMERCIAL,6.55,24/07/17,10,12,256425.942,1/08/17,8,15,259457.6480,10.20,8.25,7.919,3031.706,28-Jul-17,5.908,118.16,382.85,,,,,6.20,0.35,x,,
10847,18,2,P18,COMERCIAL,6.55,1/08/17,8,15,259457.648,8/08/17,9,11,261321.0730,8.25,9.18,7.039,1863.425,4-Aug-17,4.085,81.71,264.73,31.9,57300,,,7.26,-0.71,,,x
10848,18,2,P18,COMERCIAL,6.55,8/08/17,8,15,261321.073,15/08/17,7,14,261813.4810,8.25,7.23,6.958,492.408,11-Aug-17,1.092,21.84,70.77,,,,,5.97,0.58,x,,
10849,18,2,P18,COMERCIAL,6.55,15/08/17,9,11,261813.481,21/08/17,7,0,262318.6140,9.18,7.00,5.909,505.133,18-Aug-17,1.319,26.38,85.48,,,,,6.28,0.27,x,,
10850,18,2,P18,COMERCIAL,6.55,21/08/17,7,14,262318.614,29/08/17,7,37,262358.7360,7.23,7.62,8.016,40.122,25-Aug-17,0.077,1.54,5.01,,,,,6.66,-0.11,x,,
10851,18,2,P18,COMERCIAL,6.55,29/08/17,7,0,262358.736,4/09/17,9,40,262719.4850,7.00,9.67,6.111,360.749,1-Sep-17,0.911,18.22,59.03,29.9,,,,7.42,-0.87,,,x
10852,18,2,P18,COMERCIAL,6.55,4/09/17,7,37,262719.485,12/09/17,7,36,263341.6570,7.62,7.60,7.999,622.172,8-Sep-17,1.200,24.01,77.78,,,,,6.75,-0.20,x,,
10853,18,2,P18,COMERCIAL,6.55,12/09/17,9,40,263341.657,19/09/17,9,10,263836.7080,9.67,9.17,6.979,495.051,15-Sep-17,1.095,21.89,70.93,,,,,5.76,0.79,x,,
10854,18,2,P18,COMERCIAL,6.55,19/09/17,7,36,263836.708,26/09/17,7,43,263622.4630,7.60,7.72,7.005,-214.245,22-Sep-17,-0.472,-9.44,-30.59,30,51500,,,7.28,-0.73,,,x
10855,18,2,P18,COMERCIAL,6.55,26/09/17,9,10,263622.463,3/10/17,10,0,264133.1760,9.17,10.00,7.035,510.713,29-Sep-17,1.120,22.41,72.60,,,,,6.22,0.33,x,,
10856,18,2,P18,COMERCIAL,6.55,3/10/17,7,43,264133.176,13/10/17,9,33,264342.4120,7.72,9.55,10.076,209.236,8-Oct-17,0.320,6.41,20.76,,,,,6.22,0.33,x,,
10857,18,2,P18,COMERCIAL,6.55,13/10/17,10,0,264342.412,17/10/17,10,5,510.1520,10.00,10.08,4.003,-263832.260,15-Oct-17,-1016.989,-20339.77,-65900.86,,,,,6.22,0.33,x,,
10858,18,2,P18,COMERCIAL,6.55,17/10/17,9,33,510.152,24/10/17,7,10,874.4850,9.55,7.17,6.901,364.333,20-Oct-17,0.815,16.30,52.80,,,,,5.63,0.92,x,,
10859,18,2,P18,COMERCIAL,6.55,24/10/17,10,5,874.485,30/10/17,9,25,1281.3520,10.08,9.42,5.972,406.867,27-Oct-17,1.051,21.03,68.13,34,51400,,,7.57,-1.02,,,x
10860,18,2,P18,COMERCIAL,6.55,30/10/17,7,10,1281.352,7/11/17,8,15,1890.1950,7.17,8.25,8.045,608.843,3-Nov-17,1.168,23.36,75.68,,,,,6.21,0.34,x,,
10861,18,2,P18,COMERCIAL,6.55,7/11/17,9,25,1890.195,22/11/17,8,53,2892.5950,9.42,8.88,14.978,1002.400,14-Nov-17,1.033,20.66,66.93,,,,,6.10,0.45,x,,
10862,18,2,P18,COMERCIAL,6.55,22/11/17,8,15,2892.595,7/12/17,8,53,2892.5950,8.25,8.88,15.026,0.000,29-Nov-17,0.000,0.00,0.00,,,,,6.10,0.45,x,,
10863,18,2,P18,COMERCIAL,6.55,7/12/17,8,53,2892.595,12/12/17,10,35,3766.6390,8.88,10.58,5.071,874.044,9-Dec-17,2.660,53.20,172.37,,,,,6.15,0.40,x,,
